Table Names;Generations;Distance_abs_avg_mean;Distance_abs_avg_median;Distance_abs_avg_std;Distance_abs_avg_iqr;Distance_abs_best_mean;Distance_abs_best_median;Distance_abs_best_std;Distance_abs_best_iqr;Distance_rel_avg_mean;Distance_rel_avg_median;Distance_rel_avg_std;Distance_rel_avg_iqr;Distance_rel_best_mean;Distance_rel_best_median;Distance_rel_best_std;Distance_rel_best_iqr;Plausibility_avg_mean;Plausibility_avg_median;Plausibility_avg_std;Plausibility_avg_iqr;Plausibility_best_mean;Plausibility_best_median;Plausibility_best_std;Plausibility_best_iqr;Correlation_avg_abs;Correlation_best_absolute;Frequency;Frequency_average;gen_count;Intersections;Intersections_average
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;11;0,699731981;0,702469501;0,014840980;0,018755227;0,458893281;0,454545455;0,037966616;0;0,601473848;0,608950170;0,023794535;0,029507758;0,354032634;0,333333333;0,103796649;0,121212121;-11.471666666666652;-10.800000000000001;5.105564925635206;8.4916666666666121;-141.5;-127;74.515099141046576;111.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;12;0,700640678;0,703237680;0,013148658;0,013643005;0,461038961;0,454545455;0,030763356;0,034090909;0,603319269;0,608919199;0,023177841;0,026580263;0,361398601;0,366666667;0,105177277;0,121212121;-11.263333333333312;-10.633333333333301;4.5854224195194933;6.6541666666666028;-134.59999999999999;-127;58.47734604100976;31.75;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;13;0,702976122;0,706260187;0,014374622;0,014380387;0,456691135;0,454545455;0,025572737;0,017786561;0,605860183;0,611838202;0,023392092;0,026321047;0,365143745;0,388888889;0,107225082;0,121212121;-11.374999999999966;-11.658333333333299;4.5930923040561726;5.3583333333332792;-137.69999999999999;-127;57.0069196579581;10.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;14;0,705729229;0,706446768;0,014785585;0,018019607;0,466007905;0,454545455;0,030656131;0,023715415;0,608755536;0,613190119;0,026247350;0,032969387;0,365143745;0,388888889;0,107225082;0,121212121;-10.508333333333308;-11.12499999999995;4.6434691293854282;6.0999999999999552;-133;-127;59.853524912443078;43.75;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;15;0,709153846;0,708842307;0,014336314;0,013040697;0,466007905;0,454545455;0,030656131;0,023715415;0,614730420;0,616780401;0,026887880;0,035015139;0,365143745;0,388888889;0,107225082;0,121212121;-9.9716666666666551;-10.18333333333333;4.6734808055138242;6.1583333333333172;-133;-127;59.853524912443078;43.75;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;16;0,710674415;0,710347504;0,013924731;0,012456441;0,466007905;0,454545455;0,030656131;0,023715415;0,617805797;0,619940553;0,025763156;0,036379220;0,374667555;0,436507937;0,108309794;0,121212121;-10.104999999999986;-9.4416666666666664;4.2740535736718543;4.5374999999999721;-137.40000000000001;-127;55.241288906034761;30.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;17;0,711892088;0,713045242;0,014053390;0,010644239;0,466007905;0,454545455;0,030656131;0,023715415;0,618743204;0,620019305;0,025566260;0,036165324;0,374667555;0,436507937;0,108309794;0,121212121;-9.9883333333333191;-9.9916666666666654;3.7817466896516621;4.9749999999999543;-137.80000000000001;-127;55.139822270297543;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;18;0,713686853;0,715881872;0,014907373;0,015088135;0,466007905;0,454545455;0,030656131;0,023715415;0,621925276;0,624687344;0,026438113;0,036077013;0,374667555;0,436507937;0,108309794;0,121212121;-10.051666666666646;-9.9833333333333165;3.7452640876738674;4.6749999999999456;-137.80000000000001;-127;55.139822270297543;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;19;0,715030224;0,718203692;0,014902057;0,017369981;0,472727273;0,466403162;0,034930516;0,040019763;0,626690454;0,627609200;0,026922086;0,038994854;0,375366855;0,436507937;0,108903775;0,121212121;-10.126666666666647;-9.9166666666666643;3.7621506851504107;5.0458333333332899;-137.80000000000001;-127;55.139822270297543;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;20;0,715597447;0,717859385;0,013995685;0,016735876;0,468379447;0,466403162;0,030588107;0,023715415;0,628496616;0,635074123;0,025817096;0,032875090;0,374667555;0,436507937;0,108309794;0,121212121;-10.146666666666654;-9.9499999999999815;3.3403056709392076;3.8249999999999886;-138.59999999999999;-127;54.373604707513074;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;21;0,715795412;0,717955120;0,014849860;0,019256471;0,475098814;0,478260870;0,034359324;0,040019763;0,630099567;0,637869154;0,027060341;0,034161242;0,375366855;0,436507937;0,108903775;0,121212121;-10.533333333333315;-9.9833333333333165;4.5208638418495966;5.291666666666627;-138.59999999999999;-127;54.373604707513074;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;22;0,715667450;0,720844605;0,014577534;0,017031040;0,472727273;0,466403162;0,034930516;0,040019763;0,630292542;0,638108996;0,027052915;0,034359165;0,375366855;0,436507937;0,108903775;0,121212121;-10.254999999999972;-9.9749999999999659;4.5527094768112208;4.4708333333332684;-138.59999999999999;-127;54.373604707513074;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;23;0,715453249;0,720507133;0,013753105;0,016430625;0,472727273;0,466403162;0,034930516;0,040019763;0,629903205;0,634573778;0,027244085;0,032530394;0,375366855;0,436507937;0,108903775;0,121212121;-9.9466666666666548;-9.3833333333333293;4.8462649484543414;4.1958333333333382;-138.59999999999999;-127;54.373604707513074;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;24;0,714103551;0,714553365;0,014673408;0,020993049;0,468379447;0,466403162;0,030588107;0,023715415;0,628991930;0,627999296;0,028709776;0,036340441;0,374667555;0,436507937;0,108309794;0,121212121;-10.273333333333309;-9.4083333333333297;5.1632198777674168;5.2166666666666153;-136.90000000000001;-127;56.628320358868727;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;25;0,714133320;0,712794119;0,015283900;0,026428025;0,466205534;0,466403162;0,028812063;0,023715415;0,628918972;0,625386862;0,029574936;0,041453751;0,373968254;0,436507937;0,107707494;0,121212121;-9.5383333333333233;-9.274999999999995;4.3841750353676163;5.4000000000000048;-136.90000000000001;-127;56.628320358868727;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;26;0,715461537;0,713522999;0,014452019;0,026472256;0,466205534;0,466403162;0,028812063;0,023715415;0,630844569;0,626220779;0,029887697;0,040965661;0,373968254;0,436507937;0,107707494;0,121212121;-9.426666666666657;-9.1583333333333314;4.5828194998168108;5.2916666666666661;-134.09999999999999;-127;53.025046492724123;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;27;0,716208515;0,714961608;0,013551411;0,023422401;0,473122530;0,478260870;0,020752557;0,023715415;0,632133538;0,628214930;0,028998705;0,035434470;0,373968254;0,436507937;0,107707494;0,121212121;-9.3933333333333131;-8.8166666666666593;4.5857481853840305;5.3583333333332837;-134.09999999999999;-127;53.025046492724123;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;28;0,717538311;0,716214149;0,012981597;0,023529455;0,473122530;0,478260870;0,020752557;0,023715415;0,633877064;0,630632933;0,028596275;0,034262328;0,373968254;0,436507937;0,107707494;0,121212121;-8.9899999999999771;-9.0416666666666607;4.1836704895858938;4.5958333333332853;-134.09999999999999;-127;53.025046492724123;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;29;0,719568701;0,721784417;0,013467319;0,022679055;0,473122530;0,478260870;0,020752557;0,023715415;0,636630874;0,635626396;0,028671590;0,035577958;0,373968254;0,436507937;0,107707494;0,121212121;-9.1499999999999986;-9.4749999999999943;4.2242831227599513;5.2125000000000057;-134.09999999999999;-127;53.025046492724123;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;30;0,720213145;0,724346245;0,014700998;0,025273005;0,475494071;0,478260870;0,019723281;0,017786561;0,637576566;0,637471949;0,029774756;0,035874582;0,373968254;0,436507937;0,107707494;0,121212121;-9.0166666666666515;-9.7083333333333304;4.1496541578340667;5.3666666666666183;-134.09999999999999;-127;53.025046492724123;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;31;0,721570697;0,723957760;0,014908642;0,027019589;0,471146245;0,478260870;0,011455634;0,017786561;0,639199402;0,640059878;0,028452119;0,037739449;0,373968254;0,436507937;0,107707494;0,121212121;-8.5433333333333241;-8.8333333333333304;3.8719647610884915;5.5791666666666693;-134.09999999999999;-127;53.025046492724123;29.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;32;0,722889223;0,725123642;0,015716601;0,028469444;0,468774704;0,478260870;0,012246588;0,023715415;0,640888746;0,640396840;0,027787107;0,043587896;0,373968254;0,436507937;0,107707494;0,121212121;-9.2149999999999839;-8.3416666666666597;4.1023965443880837;5.6708333333333201;-144;-132;53.31874800563952;46.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;33;0,724266324;0,725042669;0,014798143;0,026663783;0,480039526;0,478260870;0,019596356;0;0,642108800;0,642934358;0,025795156;0,037142936;0,374667555;0,436507937;0,108309794;0,121212121;-9.1283333333333196;-7.8166666666666602;4.5907989702430942;5.6499999999999488;-144;-132;53.31874800563952;46.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;34;0,724008329;0,725745952;0,014379442;0,025788935;0,477667984;0,478260870;0,021204550;0,017786561;0,642475543;0,641831897;0,023501629;0,034252830;0,374667555;0,436507937;0,108309794;0,121212121;-9.2466666666666519;-7.8416666666666597;4.5077217699804173;6.8124999999999503;-144;-132;53.31874800563952;46.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;35;0,723978087;0,725836512;0,014937641;0,027185733;0,477667984;0,478260870;0,021204550;0,017786561;0,642536976;0,641317130;0,024412059;0,035888872;0,374667555;0,436507937;0,108309794;0,121212121;-9.1349999999999909;-7.2833333333333297;4.5439041379429197;6.7999999999999847;-137.59999999999999;-132;59.112322460436843;70.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;36;0,725001998;0,725307013;0,016388594;0,028434063;0,473320158;0,478260870;0,025158309;0,023715415;0,643582464;0,643466769;0,026265357;0,039410321;0,374667555;0,436507937;0,108309794;0,121212121;-9.1099999999999852;-7.2583333333333302;4.5464013716453398;6.8041666666666494;-137.59999999999999;-132;59.112322460436843;70.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;37;0,725582864;0,726752258;0,015907950;0,027791401;0,477667984;0,478260870;0,021204550;0,017786561;0,644421408;0,645385999;0,025269297;0,037376567;0,374667555;0,436507937;0,108309794;0,121212121;-9.1716666666666509;-7.7833333333333297;4.5750534638986196;6.7833333333333217;-137.59999999999999;-132;59.112322460436843;70.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;38;0,726606451;0,728783408;0,015408349;0,026142627;0,480039526;0,478260870;0,019596356;0;0,645501330;0,646281996;0,024470899;0,037414135;0,374667555;0,436507937;0,108309794;0,121212121;-9.0899999999999928;-7.80833333333333;4.5970481672320824;7.0458333333333405;-137.59999999999999;-132;59.112322460436843;70.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;39;0,726784778;0,728569310;0,015538711;0,025001273;0,477667984;0,478260870;0,021204550;0,017786561;0,645914134;0,647224917;0,025137921;0,036558963;0,374667555;0,436507937;0,108309794;0,121212121;-8.9916666666666476;-7.8166666666666593;4.6418403784237627;7.395833333333325;-137.59999999999999;-132;59.112322460436843;70.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;40;0,727958348;0,728675975;0,016648098;0,025067541;0,477667984;0,478260870;0,021204550;0,017786561;0,647216103;0,647676567;0,026542434;0,038866828;0,374667555;0,436507937;0,108309794;0,121212121;-8.8933333333333149;-7.2750000000000004;4.6657419718784272;7.4416666666666504;-131.19999999999999;-132;63.675915558570672;102.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;41;0,728425231;0,730804990;0,016188246;0,024662664;0,480039526;0,478260870;0,019596356;0;0,647759606;0,646953339;0,025717426;0,037274866;0,374667555;0,436507937;0,108309794;0,121212121;-8.7349999999999905;-7.2499999999999947;4.8425738615882983;7.6291666666666682;-125;-132;70.26932316294058;110.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;42;0,728514906;0,731655709;0,015893339;0,023592564;0,486380105;0,478260870;0,027585959;0,016304348;0,647871947;0,647820134;0,025453158;0,038220933;0,374667555;0,436507937;0,108309794;0,121212121;-8.9483333333333128;-8.2833333333333297;4.8585132740960697;7.5916666666665993;-125;-132;70.26932316294058;110.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;43;0,728993004;0,733078470;0,015042957;0,019279186;0,486380105;0,478260870;0,027585959;0,016304348;0,648148330;0,648373187;0,024645715;0,037225553;0,374667555;0,436507937;0,108309794;0,121212121;-8.9533333333333296;-8.3166666666666504;4.8300167420408666;7.5750000000000011;-125;-132;70.26932316294058;110.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;44;0,729550024;0,734162100;0,014703422;0,019015185;0,484387352;0,478260870;0,023576853;0,016304348;0,648617336;0,648827397;0,025113795;0,032456021;0,374667555;0,436507937;0,108309794;0,121212121;-8.884999999999982;-8.1833333333332998;4.8513295237643934;7.6583333333333199;-125;-132;70.26932316294058;110.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;45;0,729856481;0,734978482;0,014550701;0,018822762;0,486380105;0,478260870;0,027585959;0,016304348;0,649640586;0,650619064;0,025202919;0,032107314;0,374667555;0,436507937;0,108309794;0,121212121;-8.8899999999999899;-8.1749999999999794;4.8417372660116875;7.6708333333333378;-125;-132;70.26932316294058;110.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;46;0,729918717;0,733313529;0,013928820;0,018748069;0,486380105;0,478260870;0,027585959;0,016304348;0,650325630;0,649911097;0,024730289;0,029238804;0,374667555;0,436507937;0,108309794;0,121212121;-8.5616666666666479;-7.7166666666666606;5.0141654278924088;9.1624999999999357;-121.59999999999999;-115;70.446512412688762;110.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;47;0,729466218;0,731801934;0,014372538;0,020676273;0,486380105;0,478260870;0,027585959;0,016304348;0,650459127;0,649773149;0,025230149;0,029217250;0,374667555;0,436507937;0,108309794;0,121212121;-8.2399999999999842;-7.7666666666666604;4.5830956167309722;8.3499999999999446;-121.59999999999999;-115;70.446512412688762;110.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;48;0,729377899;0,732144439;0,014173099;0,019295429;0,486380105;0,478260870;0,027585959;0,016304348;0,650928187;0,651607551;0,025311255;0,029064051;0,378513709;0,436507937;0,112345124;0,121212121;-8.1616666666666511;-7.7583333333333302;4.5429232036837028;8.3541666666666199;-121.59999999999999;-115;70.446512412688762;110.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;49;0,729634392;0,733011036;0,015266511;0,019225998;0,490727931;0,478260870;0,029522437;0,038043478;0,651683267;0,652669642;0,025970743;0,031466736;0,379213009;0,436507937;0,112891411;0,121212121;-8.1166666666666494;-7.5166666666666604;4.5129580236754574;8.2333333333332739;-121.59999999999999;-115;70.446512412688762;110.5;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;50;0,729534926;0,732843766;0,016263084;0,022357284;0,493099473;0,478260870;0,027150164;0,038043478;0,652283189;0,652153769;0,026530056;0,030405487;0,388736819;0,436507937;0,112607734;0,097402597;-7.8033333333333275;-7.5166666666666604;4.215409708717015;6.737499999999975;-112.40000000000001;-115;55.514162357205947;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;51;0,730083233;0,733033159;0,017548040;0,024259513;0,495273386;0,489130435;0,026696560;0,038043478;0,652887987;0,653071167;0,027860494;0,032693596;0,393282273;0,436507937;0,116412400;0,102647353;-7.5516666666666525;-7.5250000000000004;3.7023136743406528;6.2791666666666313;-112.40000000000001;-115;55.514162357205947;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;52;0,730605749;0,733131974;0,017629934;0,027039084;0,495273386;0,489130435;0,026696560;0,038043478;0,653741273;0,653126722;0,027691640;0,032970651;0,393282273;0,436507937;0,116412400;0,102647353;-7.6166666666666512;-7.524999999999995;3.5317256999592996;5.2624999999999886;-112.40000000000001;-115;55.514162357205947;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;53;0,730719423;0,732633785;0,017945521;0,026665166;0,495273386;0,489130435;0,026696560;0,038043478;0,654183301;0,654141807;0,027590304;0,035156295;0,393282273;0,436507937;0,116412400;0,102647353;-7.7316666666666523;-7.8833333333333293;3.4551040255194034;5.1791666666666654;-112.40000000000001;-115;55.514162357205947;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;54;0,731221040;0,734524558;0,018017449;0,026715131;0,495273386;0,489130435;0,026696560;0,038043478;0,654611180;0,654641807;0,028135927;0,032157633;0,393282273;0,436507937;0,116412400;0,102647353;-7.8683333333333136;-7.8833333333333293;3.2780927343973252;4.7249999999999899;-113.8;-115;53.426585142604807;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;55;0,730994771;0,733422378;0,017913464;0,026921999;0,495273386;0,489130435;0,026696560;0,038043478;0,654141096;0,655475242;0,027858152;0,033200139;0,393282273;0,436507937;0,116412400;0,102647353;-8.1033333333333175;-7.8833333333333293;3.5453046674700763;4.974999999999965;-113.8;-115;53.426585142604807;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;56;0,730571561;0,733555832;0,018933724;0,027593798;0,497447299;0,5;0,026034193;0,038043478;0,653541949;0,654144931;0,029143110;0,033572507;0,393282273;0,436507937;0,116412400;0,102647353;-7.7366666666666504;-6.524999999999995;3.66527583049082;5.7749999999999631;-113.8;-115;53.426585142604807;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;57;0,730330512;0,732958829;0,018618720;0,027197743;0,497447299;0,5;0,026034193;0,038043478;0,653442517;0,654593116;0,029070218;0,034139170;0,393282273;0,436507937;0,116412400;0,102647353;-7.9083333333333243;-6.5499999999999954;3.7986697639184928;5.9541666666666453;-113.8;-115;53.426585142604807;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;58;0,730386449;0,733345640;0,018480048;0,029881862;0,497447299;0,5;0,026034193;0,038043478;0,653651083;0,655372790;0,029003094;0,033626149;0,393282273;0,436507937;0,116412400;0,102647353;-7.8833333333333133;-6.7833333333333297;3.6085632036950108;5.1166666666666387;-108.2;-87;54.806325668971226;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;59;0,730456184;0,733073901;0,018449568;0,029692937;0,491106719;0,489130435;0,021371710;0,021739130;0,653615090;0,655338837;0,029087854;0,034718437;0,393282273;0,436507937;0,116412400;0,102647353;-7.9983333333333091;-6.7833333333333297;3.8562475363659239;5.1374999999999638;-108.2;-87;54.806325668971226;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;60;0,730137980;0,733463293;0,018364298;0,030039921;0,491106719;0,489130435;0,021371710;0,021739130;0,653123670;0,653272937;0,028937509;0,037418582;0,393282273;0,436507937;0,116412400;0,102647353;-8.181666666666656;-6.9916666666666654;4.0214966349836923;4.8291666666666613;-108.2;-87;54.806325668971226;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;61;0,730666636;0,733636218;0,018407898;0,030286285;0,491106719;0,489130435;0,021371710;0,021739130;0,654387771;0,654988623;0,028654507;0,032106779;0,406615607;0,436507937;0,097993584;0,102647353;-8.2833333333333101;-7.024999999999995;4.0880735902148553;5.2666666666666355;-108.2;-87;54.806325668971226;94;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;62;0,730325912;0,734061942;0,019356254;0,030162984;0,491106719;0,489130435;0,021371710;0,021739130;0,653829159;0,654061029;0,030023880;0,035824391;0,406615607;0,436507937;0,097993584;0,102647353;-7.9733333333333167;-6.7666666666666604;4.329123311015203;7.0416666666666092;-99.5;-84.5;47.705694977993282;67;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;63;0,729804990;0,734071549;0,018477084;0,030429471;0,491106719;0,489130435;0,021371710;0,021739130;0,653010189;0,654603492;0,028801850;0,035868247;0,406615607;0,436507937;0,097993584;0,102647353;-8.1199999999999903;-6.7666666666666604;4.5962195952653531;6.3791666666666655;-98.099999999999994;-84.5;49.585952311785505;67;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;64;0,730314322;0,735232067;0,018770684;0,030648372;0,491106719;0,489130435;0,021371710;0,021739130;0,653945066;0,656459235;0,029068413;0,033067537;0,416139416;0,436507937;0,094651067;0,031218781;-8.194999999999979;-6.7666666666666604;4.6719682187528706;6.7791666666666393;-98.599999999999994;-87;49.306749594305593;67;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;65;0,730182105;0,734691609;0,019091618;0,032403969;0,488932806;0,478260870;0,021471988;0,021739130;0,653564008;0,656604154;0,029781365;0,037772673;0,416139416;0,436507937;0,094651067;0,031218781;-8.3849999999999767;-7.4749999999999952;4.5250158583720239;6.8166666666666389;-99.900000000000006;-87;47.915318821622982;65.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;66;0,729816174;0,735190346;0,019554782;0,033581477;0,488932806;0,478260870;0,021471988;0,021739130;0,652916842;0,656604154;0,030522923;0,042214455;0,416139416;0,436507937;0,094651067;0,031218781;-8.3183333333333032;-7.2083333333333304;4.4572416455044817;6.8874999999999389;-102;-81.5;44.269377427040666;57.25;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;67;0,729775993;0,733315620;0,018812179;0,034009413;0,482015810;0,478260870;0,033219483;0,021739130;0,652567043;0,655603337;0,029720679;0,042131392;0,411377511;0,436507937;0,095152646;0,066933067;-8.1933333333333138;-7.1916666666666647;4.3126371869394102;6.1874999999999796;-101.09999999999999;-81.5;44.943050383544026;61;;;;;;;
final_results_TUMOR.xlsx/TUMOR_0#9_EVA;68;0,729542744;0,733478664;0,018087129;0,029802197;0,482015810;0,478260870;0,033219483;0,021739130;0,652349618;0,655090052;0,029118930;0,041963655;0,411377511;0,436507937;0,095152646;0,066933067;-8.1349999999999856;-7.1916666666666647;4.1731020673112429;5.299999999999951;-101.09999999999999;-81.5;44.943050383544026;61;;;;;;;
